airline,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
3,2,2,1,4,5,0,-0.957368878,3,-0.341077013
5,2,2,1,4,5,0,-0.562908089,3,-0.282378377
5,2,3,1,4,5,0,2.004571677,3,-0.275495863
5,2,2,1,4,5,0,2.248496194,3,-0.247878133
2,2,0,1,2,5,0,-0.597754448,3,-0.185716321
0,2,3,1,4,5,0,2.074264396,3,0.230829193
3,2,1,0,1,5,0,-1.388069881,4,-0.662144088
2,2,2,1,3,5,0,-0.900220848,4,-0.662187925
2,2,3,1,0,5,0,0.005784498,4,-0.662187925
1,2,0,0,0,5,0,-1.410371551,4,-0.654077957
5,2,4,1,1,5,0,0.157714625,4,-0.491834751
2,2,0,2,3,5,0,-0.029061861,4,-0.428050945
5,2,2,1,3,5,0,-1.015910762,4,-0.390569739
0,2,0,1,1,5,0,1.969725318,4,-0.390569739
5,2,3,1,2,5,0,1.22540708,4,-0.353746099
0,2,1,1,4,5,0,-0.109905415,4,-0.259363602
0,2,1,1,2,5,0,-1.039606286,4,0.014490305
4,2,0,0,1,5,0,-1.388069881,5,-0.662231763
5,2,2,0,3,5,0,-1.410371551,5,-0.662144088
5,2,1,0,2,5,0,-1.399220716,5,-0.662144088
5,2,3,0,4,5,0,-1.399220716,5,-0.662144088
0,2,0,0,1,5,0,-1.410371551,5,-0.662144088
4,2,2,1,3,5,0,1.876337075,5,-0.662144088
1,2,0,0,0,5,0,-1.410371551,5,-0.654077957
2,2,0,1,4,5,0,0.273404539,5,-0.534401125
2,2,2,1,4,5,0,-0.423522651,5,-0.533392859
5,2,3,1,4,5,0,-0.969913567,5,-0.459614065
5,2,3,1,4,5,0,-0.900220848,5,-0.390569739
5,2,1,1,4,5,0,-0.086209891,5,-0.390569739
0,2,1,1,1,5,0,1.504177955,5,-0.390569739
0,2,0,1,1,5,0,1.969725318,5,-0.390569739
0,2,2,1,4,5,0,-0.608905283,5,-0.353746099
0,2,3,1,2,5,0,1.005178088,5,-0.335334279
5,2,0,1,2,5,0,-0.806832605,5,-0.270892908
0,2,1,1,2,5,0,-1.039606286,5,-0.238672223
0,2,1,1,4,5,0,-0.109905415,5,0.016813702
4,2,3,0,4,5,0,-1.388069881,6,-0.662231763
5,2,3,0,4,5,0,-1.399220716,6,-0.662144088
2,2,3,0,4,5,0,-1.399220716,6,-0.662187925
3,2,1,0,2,5,0,-1.388069881,6,-0.662144088
1,2,4,1,0,5,0,-0.249290853,6,-0.662407114
2,2,0,1,4,5,0,0.482482696,6,-0.662187925
3,2,0,1,2,5,0,-0.656296332,6,-0.662144088
3,2,1,1,2,5,0,-1.131600675,6,-0.632202961
5,2,1,1,1,5,0,1.573870674,6,-0.491834751
0,2,0,1,4,5,0,0.471331861,6,-0.471099534
0,2,1,1,3,5,0,-0.81798344,6,-0.45501111
3,2,2,1,4,5,0,-0.597754448,6,-0.448084759
5,2,2,1,2,5,0,2.004571677,6,-0.383643388
3,2,0,1,1,5,0,-1.039606286,6,-0.29829145
5,2,0,1,4,5,0,0.075477217,6,-0.238672223
0,2,1,1,2,5,0,2.479876021,6,-0.247878133
5,2,0,0,1,5,0,-1.399220716,7,-0.662144088
5,2,3,0,4,5,0,-1.399220716,7,-0.657541133
3,2,0,1,1,5,0,-0.957368878,7,-0.662144088
3,2,2,1,4,5,0,-0.272986378,7,-0.662144088
3,2,1,0,2,5,0,-1.410371551,7,-0.634526357
0,2,0,1,4,5,0,0.726407212,7,-0.595817697
3,2,4,1,1,5,0,-0.260441688,7,-0.517129085
5,2,2,1,4,5,0,-0.562908089,7,-0.491834751
5,2,4,1,2,5,0,0.784949096,7,-0.491834751
5,2,4,1,4,5,0,1.969725318,7,-0.491834751
5,2,3,1,4,5,0,-0.969913567,7,-0.47342293
0,2,2,1,3,5,0,-1.074452646,7,-0.45501111
2,2,1,1,3,5,0,-0.597754448,7,-0.433136114
0,2,0,1,2,5,0,-0.597754448,7,-0.40898156
5,2,1,1,4,5,0,-0.016517172,7,-0.390569739
4,2,2,1,3,5,0,1.876337075,7,-0.396707013
0,2,0,1,3,5,0,-0.179598134,7,0.005284395
4,2,0,0,1,5,0,-1.399220716,8,-0.662231763
0,2,3,0,3,5,0,-1.434067075,8,-0.662144088
3,2,1,0,1,5,0,-1.388069881,8,-0.652938177
3,2,2,0,3,5,0,-1.399220716,8,-0.634526357
3,2,3,1,4,5,0,-0.969913567,8,-0.619314687
3,2,3,1,4,5,0,-1.027061597,8,-0.597921905
0,2,1,1,4,5,0,0.343097258,8,-0.595817697
5,2,2,1,1,5,0,1.329946158,8,-0.52173204
0,2,0,1,4,5,0,0.680410017,8,-0.528658391
5,2,3,1,1,5,0,0.56332625,8,-0.491834751
2,2,0,2,3,5,0,-0.029061861,8,-0.428050945
3,2,0,1,1,5,0,-1.039606286,8,-0.397452253
0,2,1,1,3,5,0,-0.702293526,8,-0.333975311
5,2,3,1,1,5,0,0.482482696,8,-0.266289953
2,2,1,1,3,5,0,-0.667447167,8,-0.247878133
5,2,1,1,2,5,0,2.131412426,8,0.30679987
3,2,0,0,1,5,0,-1.410371551,9,-0.662144088
3,2,0,0,1,5,0,-1.410371551,9,-0.662144088
3,2,1,0,1,5,0,-1.364374356,9,-0.662144088
0,2,0,0,1,5,0,-1.42291624,9,-0.662144088
0,2,1,0,2,5,0,-1.410371551,9,-0.662144088
4,2,3,0,4,5,0,-1.410371551,9,-0.657541133
4,2,3,1,0,5,0,0.134019101,9,-0.657541133
3,2,2,1,4,5,0,-0.272986378,9,-0.619314687
5,2,2,1,4,5,0,-0.806832605,9,-0.390569739
5,2,3,1,4,5,0,-0.691142691,9,-0.390569739
5,2,3,1,1,5,0,0.018329187,9,-0.390569739
0,2,0,1,2,5,0,-0.307832737,9,-0.364705516
5,2,3,1,4,5,0,-0.876525324,9,-0.224863357
3,2,1,1,2,5,0,-1.144145365,9,-0.234069268
0,2,1,1,2,5,0,-1.039606286,9,-0.201848582
5,2,0,1,4,5,0,0.075477217,9,-0.178833807
0,2,3,1,4,5,0,-0.841678964,9,-0.188039717
0,2,1,1,4,5,0,0.482482696,9,-0.155819032
0,2,3,1,2,5,0,1.249102604,9,-0.13968677
2,2,0,1,3,5,0,-0.075059056,9,0.115097752
4,2,0,0,1,5,0,-1.388069881,10,-0.662231763
2,2,0,1,4,5,0,0.482482696,10,-0.662187925
5,2,1,0,2,5,0,-1.388069881,10,-0.643732267
5,2,3,0,4,5,0,-1.410371551,10,-0.629923402
4,2,3,0,4,5,0,-1.388069881,10,-0.639129312
5,2,2,0,3,5,0,-1.410371551,10,-0.593099762
3,2,2,1,4,5,0,-0.272986378,10,-0.517129085
3,2,2,1,4,5,0,-0.562908089,10,-0.512306941
1,2,1,1,4,5,0,-0.179598134,10,-0.491834751
3,2,4,1,1,5,0,-0.295288048,10,-0.49091416
5,2,3,1,1,5,0,0.56332625,10,-0.459614065
5,2,2,1,1,5,0,0.970331728,10,-0.459614065
2,2,0,1,4,5,0,0.273404539,10,-0.469959755
0,2,2,1,2,5,0,1.713256112,10,-0.44392018
5,2,4,1,1,5,0,0.180016295,10,-0.390569739
5,2,4,1,1,5,0,0.343097258,10,-0.390569739
0,2,2,1,2,5,0,1.806644356,10,-0.349537683
0,2,4,1,4,5,0,1.980876153,10,-0.326128369
2,2,1,1,3,5,0,-0.562908089,10,-0.246299977
2,2,0,1,2,5,0,-0.597754448,10,-0.141966329
0,2,1,1,3,5,0,-0.922522518,10,0.203211463
4,2,0,0,1,5,0,-1.399220716,11,-0.662231763
5,2,2,0,2,5,0,-1.410371551,11,-0.662144088
5,2,1,0,1,5,0,-1.388069881,11,-0.662144088
2,2,5,0,0,5,0,-1.399220716,11,-0.662187925
2,2,2,0,3,5,0,-1.399220716,11,-0.662187925
2,2,3,0,4,5,0,-1.388069881,11,-0.662187925
3,2,4,0,5,5,0,-1.410371551,11,-0.662144088
0,2,1,0,2,5,0,-1.410371551,11,-0.662144088
0,2,1,0,1,5,0,-1.399220716,11,-0.662144088
1,2,3,1,5,5,0,-0.935067208,11,-0.662407114
2,2,1,1,2,5,0,-0.771986245,11,-0.662187925
2,2,2,1,4,5,0,-0.725989051,11,-0.662187925
4,2,3,1,0,5,0,0.134019101,11,-0.657541133
3,2,1,0,1,5,0,-1.388069881,11,-0.652938177
0,2,0,1,4,5,0,0.726407212,11,-0.595817697
5,2,3,1,1,5,0,0.842097125,11,-0.528658391
2,2,3,1,4,5,0,-1.050757121,11,-0.534401125
0,2,0,1,3,5,0,-0.15590261,11,-0.488985302
3,2,2,1,4,5,0,-0.597754448,11,-0.434275894
0,2,1,1,2,5,0,-1.039606286,11,-0.40898156
0,2,3,1,1,5,0,0.412789977,11,-0.390569739
2,2,1,1,3,5,0,-0.830528129,11,-0.384388628
0,2,2,1,3,5,0,-0.830528129,11,-0.384081765
0,2,1,1,4,5,0,0.262253704,11,-0.381363829
0,2,0,1,3,5,0,-0.179598134,11,0.00988735
4,2,3,0,4,5,0,-1.410371551,12,-0.662144088
2,2,2,0,3,5,0,-1.399220716,12,-0.662187925
3,2,4,0,5,5,0,-1.410371551,12,-0.662144088
0,2,3,0,4,5,0,-1.399220716,12,-0.662144088
2,2,2,1,4,5,0,-0.725989051,12,-0.662187925
2,2,4,1,0,5,0,-0.144751775,12,-0.662187925
0,2,2,1,3,5,0,-1.224988919,12,-0.662144088
4,2,3,1,4,5,0,-1.085603481,12,-0.662144088
3,2,0,1,2,5,0,-0.656296332,12,-0.641408871
5,2,2,1,1,5,0,1.329946158,12,-0.52173204
5,2,0,1,4,5,0,0.447636336,12,-0.491834751
0,2,0,1,2,5,0,-0.353829932,12,-0.487231796
0,2,0,1,3,5,0,-0.249290853,12,-0.475176437
2,2,0,2,3,5,0,-0.238140018,12,-0.427349542
0,2,1,1,3,5,0,-0.702293526,12,-0.426034412
5,2,3,1,4,5,0,-0.900220848,12,-0.390569739
2,2,1,1,4,5,0,-0.179598134,12,-0.395172694
0,2,1,1,1,5,0,1.504177955,12,-0.390569739
5,2,0,1,4,5,0,0.075477217,12,-0.270892908
0,2,3,1,4,5,0,-0.841678964,12,-0.280098818
4,2,3,0,4,5,0,-1.410371551,13,-0.662231763
2,2,2,0,3,5,0,-1.42291624,13,-0.662187925
3,2,4,0,5,5,0,-1.410371551,13,-0.662144088
1,2,3,1,5,5,0,-0.81798344,13,-0.662407114
2,2,4,1,1,5,0,-0.063908221,13,-0.662187925
0,2,3,1,4,5,0,-1.190142559,13,-0.662144088
4,2,3,1,1,5,0,0.412789977,13,-0.662144088
3,2,2,1,3,5,0,-1.178991724,13,-0.597921905
0,2,0,1,4,5,0,0.680410017,13,-0.528658391
5,2,0,1,2,5,0,-0.737139886,13,-0.491834751
5,2,2,1,2,5,0,1.597566199,13,-0.487231796
2,2,1,1,3,5,0,-0.830528129,13,-0.414285917
5,2,1,1,4,5,0,-0.016517172,13,-0.390569739
5,2,3,1,1,5,0,0.018329187,13,-0.390569739
0,2,1,1,4,5,0,0.262253704,13,-0.385966784
0,2,0,1,4,5,0,0.366792782,13,-0.353746099
1,2,4,1,2,5,0,0.273404539,14,-0.703965222
4,2,0,0,1,5,0,-1.388069881,14,-0.662144088
2,2,0,0,1,5,0,-1.410371551,14,-0.662187925
3,2,1,0,1,5,0,-1.364374356,14,-0.662144088
1,2,1,1,4,5,0,-0.179598134,14,-0.662407114
1,2,1,1,5,5,0,0.377943617,14,-0.662407114
2,2,2,2,4,5,0,-0.516910894,14,-0.662187925
2,2,3,1,5,5,0,-0.412371816,14,-0.662187925
3,2,3,1,4,5,0,-1.096754316,14,-0.640751306
3,2,4,1,0,5,0,-0.377525456,14,-0.64048828
0,2,2,1,2,5,0,1.88748791,14,-0.589855774
5,2,4,1,2,5,0,0.784949096,14,-0.551322465
5,2,0,1,1,5,0,1.980876153,14,-0.551322465
0,2,4,1,4,5,0,1.980876153,14,-0.494114309
1,2,3,1,0,5,0,-0.086209891,14,-0.491834751
5,2,2,1,3,5,0,-1.015910762,14,-0.45501111
5,2,3,1,2,5,0,1.086021642,14,-0.326128369
5,2,0,1,4,5,0,0.075477217,14,-0.289304728
5,2,4,0,4,5,0,-1.410371551,15,-0.814655332
2,2,4,0,5,5,0,-1.410371551,15,-0.817548618
0,2,1,0,2,5,0,-1.410371551,15,-0.814655332
4,2,3,0,4,5,0,-1.410371551,15,-0.80829887
3,2,2,1,4,5,0,-0.272986378,15,-0.749644071
5,2,2,1,4,5,0,-0.447218175,15,-0.702255553
5,2,0,1,4,5,0,0.436485501,15,-0.689937169
5,2,3,1,4,5,0,-0.969913567,15,-0.680249044
0,2,0,1,2,5,0,-0.597754448,15,-0.693882559
5,2,3,1,1,5,0,0.110323576,15,-0.670034868
5,2,3,1,1,5,0,0.482482696,15,-0.670034868
3,2,3,1,4,5,0,-1.027061597,15,-0.684369785
0,2,2,1,4,5,0,-0.469519845,15,-0.681783362
2,2,0,1,2,5,0,-0.865374489,15,-0.678407862
0,2,1,1,4,5,0,0.262253704,15,-0.663196192
5,2,3,1,4,5,0,-0.911371683,15,-0.647195443
5,2,1,1,4,5,0,-0.016517172,15,-0.647195443
0,2,4,1,1,5,0,-0.13360094,15,-0.652236775
0,2,1,1,3,5,0,-0.81798344,15,-0.648028359
0,2,1,1,2,5,0,-1.039606286,15,-0.616114537
5,2,3,1,4,5,0,-0.876525324,15,-0.535891606
0,2,4,1,3,5,0,1.295099799,15,-0.544746815
1,2,2,1,5,5,0,0.249709014,15,-0.280098818
5,2,4,0,4,5,0,-1.434067075,16,-0.814655332
5,2,2,0,3,5,0,-1.410371551,16,-0.804835694
2,2,2,0,2,5,0,-1.42291624,16,-0.817548618
3,2,0,0,1,5,0,-1.410371551,16,-0.817548618
2,2,2,0,3,5,0,-1.399220716,16,-0.817548618
3,2,1,0,2,5,0,-1.388069881,16,-0.817548618
2,2,3,0,4,5,0,-1.388069881,16,-0.817548618
5,2,3,0,4,5,0,-1.399220716,16,-0.787300627
3,2,4,1,0,5,0,-0.643751643,16,-0.767617515
1,2,4,1,2,5,0,0.273404539,16,-0.759551384
1,2,3,0,4,5,0,-1.399220716,16,-0.737720226
0,2,0,1,4,5,0,0.772404406,16,-0.73763255
4,2,3,1,4,5,0,-1.085603481,16,-0.7179056
5,2,4,1,1,5,0,0.157714625,16,-0.718124789
5,2,3,1,1,5,0,0.458787171,16,-0.702255553
5,2,0,1,2,5,0,-0.737139886,16,-0.694057909
3,2,3,1,4,5,0,-0.969913567,16,-0.705850242
3,2,0,1,1,5,0,-0.957368878,16,-0.705455703
0,2,3,1,3,5,0,1.621261723,16,-0.666659367
5,2,1,1,4,5,0,-0.016517172,16,-0.647195443
0,2,2,1,4,5,0,-0.608905283,16,-0.604848257
0,2,0,1,3,5,0,-0.016517172,16,-0.544746815
5,2,0,1,2,5,0,-0.691142691,16,-0.422045184
5,2,3,1,1,5,0,0.389094452,16,-0.372157919
1,2,0,0,0,5,0,-1.410371551,17,-0.817548618
2,2,5,0,0,5,0,-1.399220716,17,-0.817548618
2,2,1,0,2,5,0,-1.388069881,17,-0.817548618
4,2,3,0,4,5,0,-1.388069881,17,-0.80829887
5,2,3,0,4,5,0,-1.388069881,17,-0.787300627
3,2,3,0,3,5,0,-1.410371551,17,-0.733467972
5,2,1,1,1,5,0,1.573870674,17,-0.694057909
0,2,3,1,3,5,0,1.458180761,17,-0.70286928
5,2,2,1,2,5,0,1.597566199,17,-0.666440179
2,2,4,1,0,5,0,-0.144751775,17,-0.6686759
5,2,2,1,4,5,0,-0.434673486,17,-0.647195443
5,2,1,1,4,5,0,0.053175547,17,-0.647195443
1,2,3,1,5,5,0,-0.935067208,17,-0.662407114
0,2,4,1,1,5,0,-0.13360094,17,-0.652236775
0,2,3,1,4,5,0,2.074264396,17,-0.64631869
3,2,2,0,3,5,0,-1.399220716,17,-0.639348501
0,2,1,1,2,5,0,-1.039606286,17,-0.616114537
0,2,2,1,3,5,0,1.900032599,17,-0.58205267
0,2,3,1,4,5,0,2.375336942,17,-0.537908139
5,2,2,1,4,5,0,-0.447218175,17,-0.284701773
5,2,2,0,3,5,0,-1.410371551,18,-0.804835694
1,2,4,1,0,5,0,-0.249290853,18,-0.817592455
1,2,1,1,5,5,0,0.377943617,18,-0.817592455
3,2,3,0,4,5,0,-1.410371551,18,-0.791640556
1,2,2,1,5,5,0,0.249709014,18,-0.787212952
4,2,3,1,0,5,0,0.134019101,18,-0.768932645
4,2,3,1,1,5,0,0.412789977,18,-0.768932645
3,2,3,1,4,5,0,-1.027061597,18,-0.749468721
5,2,3,1,1,5,0,0.110323576,18,-0.702255553
5,2,2,1,1,5,0,1.005178088,18,-0.702255553
0,2,0,1,3,5,0,-0.179598134,18,-0.710453197
5,2,2,1,4,5,0,-0.562908089,18,-0.694057909
5,2,1,1,4,5,0,0.040630857,18,-0.694057909
5,2,4,1,2,5,0,0.784949096,18,-0.694057909
3,2,1,1,3,5,0,-0.643751643,18,-0.705455703
1,2,3,1,5,5,0,-0.528061729,18,-0.693926396
0,2,2,1,4,5,0,-0.469519845,18,-0.681783362
2,2,2,1,4,5,0,-0.423522651,18,-0.677706459
5,2,3,1,4,5,0,-0.691142691,18,-0.647195443
5,2,2,1,4,5,0,-0.656296332,18,-0.647195443
2,2,0,1,1,5,0,-0.935067208,18,-0.662187925
2,2,0,1,2,5,0,-0.388676291,18,-0.595773859
0,2,2,1,3,5,0,-1.074452646,18,-0.318281426
3,2,0,0,1,5,0,-1.410371551,19,-0.817548618
3,2,3,0,4,5,0,-1.399220716,19,-0.817548618
1,2,4,1,0,5,0,-0.249290853,19,-0.817592455
1,2,1,1,4,5,0,-0.179598134,19,-0.817592455
0,2,1,0,2,5,0,-1.410371551,19,-0.814655332
4,2,0,0,1,5,0,-1.399220716,19,-0.80829887
3,2,2,0,3,5,0,-1.399220716,19,-0.766696924
0,2,0,1,3,5,0,-0.016517172,19,-0.710453197
5,2,1,1,1,5,0,1.573870674,19,-0.694057909
2,2,4,1,1,5,0,-0.063908221,19,-0.700195183
2,2,2,1,4,5,0,-0.725989051,19,-0.689849493
0,2,3,1,4,5,0,-0.841678964,19,-0.681783362
0,2,3,1,2,5,0,0.970331728,19,-0.631501558
5,2,4,1,4,5,0,1.608717034,19,-0.5671917
3,2,0,1,3,5,0,-0.504366205,19,-0.58205267
3,2,0,1,2,5,0,-1.004759927,19,-0.580649864
5,2,0,0,0,5,0,-1.410371551,20,-0.814655332
5,2,2,0,2,5,0,-1.410371551,20,-0.804835694
5,2,2,0,3,5,0,-1.410371551,20,-0.804835694
3,2,5,0,0,5,0,-1.410371551,20,-0.817548618
2,2,0,0,1,5,0,-1.410371551,20,-0.817548618
3,2,1,0,1,5,0,-1.410371551,20,-0.817548618
2,2,5,0,0,5,0,-1.399220716,20,-0.817548618
3,2,3,0,4,5,0,-1.399220716,20,-0.817548618
1,2,1,1,5,5,0,0.377943617,20,-0.817592455
3,2,0,1,2,5,0,-0.656296332,20,-0.815225221
0,2,2,1,3,5,0,-1.224988919,20,-0.814655332
4,2,0,1,1,5,0,-1.12044984,20,-0.80829887
4,2,2,1,3,5,0,1.876337075,20,-0.768932645
0,2,1,1,4,5,0,0.262253704,20,-0.755255293
3,2,2,1,3,5,0,-1.178991724,20,-0.719264568
5,2,0,1,2,5,0,-0.737139886,20,-0.694057909
2,2,4,1,1,5,0,-0.063908221,20,-0.700195183
5,2,3,1,4,5,0,-0.969913567,20,-0.680249044
5,2,3,1,1,5,0,0.56332625,20,-0.680249044
5,2,3,1,4,5,0,-0.900220848,20,-0.647195443
5,2,2,1,4,5,0,-0.656296332,20,-0.647195443
5,2,0,1,4,5,0,0.517329055,20,-0.591127067
5,2,2,0,3,5,0,-1.410371551,21,-0.804835694
3,2,1,0,1,5,0,-1.410371551,21,-0.817548618
2,2,3,0,4,5,0,-1.399220716,21,-0.817548618
1,2,3,0,4,5,0,-1.399220716,21,-0.817548618
2,2,1,0,2,5,0,-1.388069881,21,-0.817548618
1,2,4,1,0,5,0,-0.249290853,21,-0.817592455
1,2,1,1,5,5,0,0.377943617,21,-0.817592455
4,2,3,0,4,5,0,-1.410371551,21,-0.80829887
4,2,0,0,1,5,0,-1.399220716,21,-0.80829887
5,2,3,0,4,5,0,-1.399220716,21,-0.787300627
3,2,3,0,4,5,0,-1.410371551,21,-0.791640556
2,2,3,1,5,5,0,-0.412371816,21,-0.777217964
3,2,4,1,1,5,0,-0.295288048,21,-0.773798626
0,2,1,1,4,5,0,0.343097258,21,-0.740788863
0,2,0,1,4,5,0,0.726407212,21,-0.740788863
0,2,1,1,1,5,0,1.782948831,21,-0.740788863
3,2,3,1,4,5,0,-1.096754316,21,-0.733073433
5,2,0,1,2,5,0,-0.691142691,21,-0.703746034
5,2,2,1,2,5,0,2.004571677,21,-0.703570683
5,2,3,1,1,5,0,0.458787171,21,-0.702255553
5,2,0,1,2,5,0,-0.737139886,21,-0.694057909
5,2,0,1,4,5,0,0.447636336,21,-0.694057909
0,2,1,1,2,5,0,-0.957368878,21,-0.707253047
0,2,1,1,3,5,0,-0.702293526,21,-0.698967728
0,2,1,1,3,5,0,-0.81798344,21,-0.68445746
5,2,0,1,1,5,0,-0.946218043,21,-0.647195443
5,2,1,1,4,5,0,-0.15590261,21,-0.647195443
2,2,2,2,4,5,0,-0.516910894,21,-0.662187925
5,2,0,1,4,5,0,0.214862655,21,-0.581921157
5,2,3,1,4,5,0,-1.096754316,21,-0.48262884
5,2,3,0,4,5,0,-1.410371551,22,-0.804835694
3,2,0,1,2,5,0,-0.656296332,22,-0.815225221
2,2,3,1,5,5,0,-0.412371816,22,-0.777217964
3,2,4,0,4,5,0,-1.399220716,22,-0.766696924
3,2,3,1,4,5,0,-1.096754316,22,-0.749249532
5,2,0,1,2,5,0,-0.691142691,22,-0.717554899
5,2,2,1,4,5,0,-0.447218175,22,-0.702255553
5,2,1,1,1,5,0,1.573870674,22,-0.694057909
2,2,2,1,4,5,0,-0.725989051,22,-0.689849493
0,2,2,1,3,5,0,-1.074452646,22,-0.684238272
5,2,3,1,1,5,0,0.56332625,22,-0.666440179
5,2,2,1,4,5,0,-0.876525324,22,-0.647195443
5,2,2,1,4,5,0,-0.806832605,22,-0.647195443
2,2,1,1,3,5,0,-0.597754448,22,-0.662012575
0,2,3,1,1,5,0,0.412789977,22,-0.652236775
2,2,1,1,3,5,0,-0.482064535,22,-0.481006847
5,2,4,0,4,5,0,-1.410371551,23,-0.814655332
2,2,2,0,2,5,0,-1.42291624,23,-0.817548618
1,2,3,1,5,5,0,-0.81798344,23,-0.817592455
0,2,3,0,4,5,0,-1.399220716,23,-0.814655332
0,2,3,1,4,5,0,-1.190142559,23,-0.814655332
4,2,0,1,1,5,0,-1.12044984,23,-0.80829887
3,2,1,1,2,5,0,-1.144145365,23,-0.79852307
4,2,2,1,3,5,0,1.876337075,23,-0.768932645
3,2,1,0,2,5,0,-1.410371551,23,-0.766696924
1,2,3,0,4,5,0,-1.399220716,23,-0.759551384
3,2,2,1,3,5,0,-0.876525324,23,-0.70023902
2,2,1,1,2,5,0,-0.771986245,23,-0.700195183
0,2,2,1,4,5,0,-0.469519845,23,-0.681783362
0,2,2,1,3,5,0,-1.074452646,23,-0.670429407
0,2,3,1,2,5,0,1.19056072,23,-0.668588225
0,2,0,1,3,5,0,-0.15590261,23,-0.666659367
5,2,4,1,1,5,0,-0.09875458,23,-0.647195443
0,2,2,1,3,5,0,-0.830528129,23,-0.659338477
0,2,1,1,2,5,0,-1.166447035,23,-0.657058918
0,2,2,1,3,5,0,1.900032599,23,-0.64649404
0,2,0,1,2,5,0,-0.307832737,23,-0.628432922
2,2,1,1,3,5,0,-0.482064535,23,-0.597176665
5,2,2,1,4,5,0,-0.608905283,23,-0.48262884
5,2,4,0,4,5,0,-1.410371551,24,-0.805449422
2,2,2,0,3,5,0,-1.399220716,24,-0.817548618
0,2,0,0,1,5,0,-1.42291624,24,-0.814655332
0,2,3,1,4,5,0,-1.190142559,24,-0.814655332
4,2,3,0,4,5,0,-1.410371551,24,-0.80829887
4,2,2,1,2,5,0,1.22540708,24,-0.755079942
3,2,2,1,3,5,0,-1.178991724,24,-0.749249532
3,2,2,1,4,5,0,-0.551757254,24,-0.749249532
5,2,3,1,1,5,0,0.110323576,24,-0.702255553
0,2,3,1,3,5,0,1.748102472,24,-0.715056152
5,2,1,1,4,5,0,0.040630857,24,-0.694057909
3,2,2,1,3,5,0,-0.876525324,24,-0.70023902
2,2,0,1,2,5,0,-0.353829932,24,-0.700195183
2,2,2,1,4,5,0,-0.667447167,24,-0.689849493
5,2,2,1,1,5,0,1.005178088,24,-0.670034868
5,2,1,1,4,5,0,0.053175547,24,-0.647195443
2,2,1,1,3,5,0,-0.562908089,24,-0.662187925
2,2,1,1,3,5,0,-0.179598134,24,-0.662187925
2,2,1,1,4,5,0,0.064326382,24,-0.662012575
0,2,4,1,2,5,0,0.54102458,24,-0.650220242
0,2,1,1,2,5,0,-0.876525324,24,-0.551673166
5,2,4,0,4,5,0,-1.410371551,25,-0.814655332
5,2,1,0,1,5,0,-1.42291624,25,-0.804835694
5,2,2,0,3,5,0,-1.410371551,25,-0.804835694
2,2,4,0,5,5,0,-1.410371551,25,-0.817548618
2,2,2,0,3,5,0,-1.399220716,25,-0.817548618
3,2,0,0,0,5,0,-1.375525191,25,-0.817548618
5,2,2,1,3,5,0,-1.015910762,25,-0.705411865
5,2,3,1,1,5,0,0.83094629,25,-0.702255553
5,2,4,1,2,5,0,0.784949096,25,-0.694057909
0,2,3,1,3,5,0,1.458180761,25,-0.70286928
